https://www.realmeye.com/number-of-active-players-by-rank,,,,
A new entry is automatically added every twelve hours.,,,,
Historical data from 059,,,,
Sheet by Marv,,,,
Time,Date,Players,Change/24H,Notes
12:31:10,2022-06-06,54272,-326,
0:31:10,2022-06-07,53945,-654,
12:31:10,2022-06-07,54113,336,
0:31:10,2022-06-08,54462,698,Realmeye bots down starting below
12:31:10,2022-06-08,54462,0,53869
0:31:10,2022-06-09,54462,0,52934
12:31:10,2022-06-09,54462,0,52192
0:31:10,2022-06-10,54462,0,51110
12:31:10,2022-06-10,54462,0,50298
0:31:10,2022-06-11,54462,0,49211
12:31:10,2022-06-11,54462,0,48229
0:31:10,2022-06-12,54462,0,47034
12:31:10,2022-06-12,54462,0,45956
0:31:10,2022-06-13,54462,0,44757
12:31:10,2022-06-13,54462,0,44070
0:31:10,2022-06-14,54462,0,42726
12:31:10,2022-06-14,54462,0,41600
0:31:10,2022-06-15,54462,0,40301
12:31:10,2022-06-15,54462,0,39479
0:31:10,2022-06-16,54462,0,38044
12:31:10,2022-06-16,54462,0,36996
0:31:10,2022-06-17,54462,0,35657
12:31:10,2022-06-17,54462,0,34812
0:31:10,2022-06-18,54462,0,33851
12:31:10,2022-06-18,54462,0,35042
0:31:10,2022-06-19,54462,0,35626
12:31:10,2022-06-19,54462,0,35750
0:31:10,2022-06-20,54462,0,35788
12:31:10,2022-06-20,54462,0,35709
0:31:10,2022-06-21,54462,0,34671
12:31:10,2022-06-21,54462,0,32396
0:31:10,2022-06-22,54462,0,28049
12:31:10,2022-06-22,54462,0,27355
0:31:10,2022-06-23,54462,0,27016
12:31:10,2022-06-23,54462,0,28282
0:31:10,2022-06-24,54462,0,29966
12:31:10,2022-06-24,54462,0,31077
0:31:10,2022-06-25,54462,0,32347
12:31:10,2022-06-25,54462,0,33471
0:31:10,2022-06-26,54462,0,34738
12:31:09,2022-06-26,54462,0,35957
0:31:10,2022-06-27,54462,0,37346
12:31:09,2022-06-27,54462,0,38093
0:31:10,2022-06-28,54462,0,39224
12:31:10,2022-06-28,54462,0,40083
0:31:10,2022-06-29,54462,0,41146
12:31:10,2022-06-29,54462,0,41972
0:31:10,2022-06-30,54462,0,43106
12:31:10,2022-06-30,54462,0,44113
0:31:09,2022-07-01,54462,0,45293
12:31:10,2022-07-01,54462,0,46060
0:31:10,2022-07-02,54462,0,47064
12:31:10,2022-07-02,54462,0,46891
0:31:10,2022-07-03,54462,0,46669
12:31:10,2022-07-03,54462,0,46481
0:31:10,2022-07-04,54462,0,46158
12:31:10,2022-07-04,54462,0,46340
0:31:10,2022-07-05,54462,0,47247
12:31:10,2022-07-05,54462,0,46304
0:31:10,2022-07-06,54462,0,47062
12:31:13,2022-07-06,54462,0,47929
0:31:11,2022-07-07,54462,0,48821
12:31:10,2022-07-07,49039,-10846,
0:31:10,2022-07-08,48980,-118,
12:31:10,2022-07-08,49026,92,
0:31:10,2022-07-09,49066,80,
12:31:10,2022-07-09,49138,144,
0:31:10,2022-07-10,49116,-44,
12:31:10,2022-07-10,49080,-72,
0:31:10,2022-07-11,49055,-50,
12:31:10,2022-07-11,48998,-114,
0:31:10,2022-07-12,48954,-88,
12:31:10,2022-07-12,48900,-108,
0:31:10,2022-07-13,48883,-34,
12:31:10,2022-07-13,49529,1292,
0:31:10,2022-07-14,50111,1164,
12:31:10,2022-07-14,50468,714,
0:31:10,2022-07-15,50666,396,
12:31:10,2022-07-15,51039,746,
0:31:10,2022-07-16,51191,304,
12:31:10,2022-07-16,51440,498,
0:31:10,2022-07-17,51678,476,
12:31:10,2022-07-17,51897,438,
0:31:10,2022-07-18,52081,368,
12:31:10,2022-07-18,52101,40,
0:31:10,2022-07-19,52173,144,
12:31:10,2022-07-19,52549,752,
0:31:10,2022-07-20,52948,798,
12:31:10,2022-07-20,53087,278,
0:31:10,2022-07-21,53353,532,
12:31:10,2022-07-21,53366,26,
0:31:10,2022-07-22,53425,118,
12:31:10,2022-07-22,53396,-58,
0:31:10,2022-07-23,53462,132,
12:31:10,2022-07-23,53609,294,
0:31:10,2022-07-24,53811,404,
12:31:10,2022-07-24,54066,510,
0:31:10,2022-07-25,54017,-98,
12:31:12,2022-07-25,54118,202,
0:31:10,2022-07-26,54221,206,
12:31:10,2022-07-26,54334,226,
0:31:10,2022-07-27,54437,206,
12:31:11,2022-07-27,53979,-916,
0:31:10,2022-07-28,53255,-1448,
12:31:10,2022-07-28,52653,-1204,
0:31:10,2022-07-29,52284,-738,
12:31:10,2022-07-29,51831,-906,
0:31:10,2022-07-30,51545,-572,
12:31:10,2022-07-30,51550,10,
0:31:10,2022-07-31,51526,-48,
12:31:10,2022-07-31,51640,228,
0:31:10,2022-08-01,51697,114,
12:31:10,2022-08-01,51868,342,
0:31:10,2022-08-02,52004,272,
12:31:10,2022-08-02,51269,-1470,
0:31:11,2022-08-03,52782,3026,Realmeye broke here
12:31:10,2022-08-07,57487,1046,
0:31:10,2022-08-08,57853,732,
12:31:09,2022-08-08,58089,472,
0:31:10,2022-08-09,58584,990,
12:31:10,2022-08-09,59098,1028,
0:31:10,2022-08-10,59276,356,
12:31:10,2022-08-10,59406,260,
0:31:10,2022-08-11,59598,384,
12:31:10,2022-08-11,59715,234,
0:31:10,2022-08-12,59827,224,
12:31:10,2022-08-12,59883,112,
0:31:10,2022-08-13,60028,290,
12:31:10,2022-08-13,60045,34,
0:31:10,2022-08-14,60096,102,
12:31:10,2022-08-14,60069,-54,
0:31:10,2022-08-15,60167,196,
12:31:10,2022-08-15,60152,-30,
0:31:10,2022-08-16,60019,-266,
12:31:10,2022-08-16,60502,966,
0:31:10,2022-08-17,59830,-1344,
12:31:12,2022-08-17,59217,-1226,
0:31:10,2022-08-18,58359,-1716,
12:31:10,2022-08-18,58030,-658,
0:31:10,2022-08-19,57480,-1100,
12:31:10,2022-08-19,57240,-480,
0:31:10,2022-08-20,56810,-860,
12:31:11,2022-08-20,56541,-538,
0:31:10,2022-08-21,56235,-612,
12:31:10,2022-08-21,55960,-550,
0:31:10,2022-08-22,55630,-660,
12:31:11,2022-08-22,55299,-662,
0:31:10,2022-08-23,54826,-946,
12:31:12,2022-08-23,54334,-984,
0:31:10,2022-08-24,54063,-542,
12:31:10,2022-08-24,53777,-572,
0:31:10,2022-08-25,53481,-592,
12:31:10,2022-08-25,53367,-228,
0:31:10,2022-08-26,53151,-432,
12:31:10,2022-08-26,53053,-196,
0:31:11,2022-08-27,52881,-344,
12:31:10,2022-08-27,52887,12,
0:31:10,2022-08-28,52743,-288,
12:31:10,2022-08-28,52595,-296,
0:31:10,2022-08-29,52316,-558,
12:31:10,2022-08-29,52048,-536,
0:31:10,2022-08-30,51826,-444,
12:31:11,2022-08-30,51964,276,
0:31:10,2022-08-31,51897,-134,
12:31:10,2022-08-31,51935,76,
0:31:10,2022-09-01,51761,-348,
12:31:10,2022-09-01,51839,156,
0:31:11,2022-09-02,51898,118,
12:31:10,2022-09-02,51950,104,
0:31:10,2022-09-03,51962,24,
12:31:10,2022-09-03,52077,230,
0:31:11,2022-09-04,52146,138,
12:31:10,2022-09-04,52169,46,
0:31:10,2022-09-05,52153,-32,
12:31:10,2022-09-05,52183,60,
0:31:10,2022-09-06,52352,338,
12:31:11,2022-09-06,52631,558,
0:31:10,2022-09-07,52883,504,
12:31:10,2022-09-07,53121,476,
0:31:10,2022-09-08,53295,348,
12:31:10,2022-09-08,53337,84,
0:31:10,2022-09-09,53339,4,
12:31:10,2022-09-09,53422,166,
0:31:10,2022-09-10,53598,352,
12:31:10,2022-09-10,53932,668,
0:31:10,2022-09-11,54181,498,
12:31:10,2022-09-11,54438,514,
0:31:10,2022-09-12,54676,476,
12:31:10,2022-09-12,54751,150,
0:31:10,2022-09-13,54789,76,
12:31:10,2022-09-13,54756,-66,
0:31:10,2022-09-14,54534,-444,
12:31:10,2022-09-14,54237,-594,
0:31:10,2022-09-15,54057,-360,
12:31:11,2022-09-15,53935,-244,
0:31:10,2022-09-16,53788,-294,
12:31:10,2022-09-16,53725,-126,
0:31:10,2022-09-17,53704,-42,
12:31:10,2022-09-17,53780,152,
0:31:10,2022-09-18,53773,-14,
12:31:10,2022-09-18,53727,-92,
0:31:10,2022-09-19,53576,-302,
12:31:10,2022-09-19,53403,-346,
0:31:10,2022-09-20,53294,-218,
12:31:10,2022-09-20,52953,-682,
0:31:10,2022-09-21,52737,-432,
12:31:10,2022-09-21,52581,-312,
0:31:10,2022-09-22,52517,-128,
12:31:10,2022-09-22,52633,232,
0:31:10,2022-09-23,52542,-182,
12:31:10,2022-09-23,52598,112,
0:31:11,2022-09-24,52491,-214,
12:31:11,2022-09-24,52506,30,
0:31:10,2022-09-25,52458,-96,
12:31:10,2022-09-25,52958,1000,
0:31:10,2022-09-26,53236,556,
12:31:10,2022-09-26,53643,814,
0:31:10,2022-09-27,53897,508,
12:31:10,2022-09-27,54109,424,
0:31:10,2022-09-28,54334,450,
12:31:10,2022-09-28,54580,492,
0:31:10,2022-09-29,54784,408,
12:31:10,2022-09-29,55060,552,
0:31:10,2022-09-30,55352,584,
12:31:10,2022-09-30,55888,1072,
0:31:10,2022-10-01,56476,1176,
12:31:10,2022-10-01,57073,1194,
0:31:10,2022-10-02,57656,1166,
12:31:10,2022-10-02,58438,1564,
0:31:10,2022-10-03,58944,1012,
12:31:10,2022-10-03,59515,1142,
0:31:10,2022-10-04,59853,676,
12:31:10,2022-10-04,60055,404,
0:31:10,2022-10-05,60514,918,
12:31:10,2022-10-05,60108,-812,
0:31:10,2022-10-06,59077,-2062,
12:31:10,2022-10-06,59793,1432,
0:31:10,2022-10-07,60225,864,
12:31:10,2022-10-07,60510,570,
0:31:10,2022-10-08,60826,632,
12:31:10,2022-10-08,61084,516,
0:31:10,2022-10-09,61390,612,
12:31:10,2022-10-09,61510,240,
0:31:10,2022-10-10,61317,-386,
12:31:10,2022-10-10,61223,-188,
0:31:11,2022-10-11,61077,-292,
12:31:10,2022-10-11,60907,-340,
0:31:10,2022-10-12,60640,-534,
12:31:10,2022-10-12,60580,-120,
0:31:10,2022-10-13,60357,-446,
12:31:10,2022-10-13,60168,-378,
0:31:10,2022-10-14,59886,-564,
12:31:10,2022-10-14,59601,-570,
0:31:10,2022-10-15,59172,-858,
12:31:10,2022-10-15,58983,-378,
0:31:10,2022-10-16,58720,-526,
12:31:11,2022-10-16,58306,-828,
0:31:10,2022-10-17,57538,-1536,
12:31:10,2022-10-17,57087,-902,
0:31:10,2022-10-18,56325,-1524,
12:31:10,2022-10-18,56046,-558,
0:31:10,2022-10-19,55073,-1946,
12:31:10,2022-10-19,55375,604,
0:31:10,2022-10-20,56196,1642,
12:31:11,2022-10-20,55886,-620,
0:31:10,2022-10-21,55507,-758,
12:31:10,2022-10-21,55251,-512,
0:31:10,2022-10-22,54979,-544,
12:31:11,2022-10-22,54639,-680,
0:31:11,2022-10-23,54470,-338,
12:31:10,2022-10-23,54244,-452,
0:31:10,2022-10-24,54008,-472,
12:31:10,2022-10-24,53844,-328,
0:31:10,2022-10-25,53577,-534,
12:31:10,2022-10-25,53514,-126,
0:31:10,2022-10-26,53696,364,
12:31:10,2022-10-26,53763,134,
0:31:10,2022-10-27,53913,300,
12:31:10,2022-10-27,53976,126,
0:31:10,2022-10-28,53910,-132,
12:31:10,2022-10-28,53897,-26,
0:31:10,2022-10-29,53931,68,
12:31:10,2022-10-29,53858,-146,
0:31:10,2022-10-30,53812,-92,
12:31:10,2022-10-30,53752,-120,
0:31:10,2022-10-31,53813,122,
12:31:11,2022-10-31,54079,532,
0:31:10,2022-11-01,54063,-32,
12:31:10,2022-11-01,54186,246,
0:31:10,2022-11-02,54176,-20,
12:31:10,2022-11-02,54165,-22,
0:31:10,2022-11-03,54214,98,
12:31:10,2022-11-03,54152,-124,
0:31:10,2022-11-04,54203,102,
12:31:10,2022-11-04,54112,-182,
0:31:10,2022-11-05,54203,182,
12:31:10,2022-11-05,54390,374,
0:31:10,2022-11-06,54566,352,
12:31:10,2022-11-06,54621,110,
0:31:10,2022-11-07,54694,146,
12:31:10,2022-11-07,54704,20,
0:31:10,2022-11-08,54787,166,
12:31:11,2022-11-08,54818,62,
0:31:10,2022-11-09,54818,0,
12:31:10,2022-11-09,53176,-3284,
0:31:10,2022-11-10,53312,272,
12:31:10,2022-11-10,53209,-206,
0:31:11,2022-11-11,53202,-14,
12:31:10,2022-11-11,53244,84,
0:31:10,2022-11-12,53333,178,
12:31:10,2022-11-12,53263,-140,
0:31:10,2022-11-13,53381,236,
12:31:10,2022-11-13,53277,-208,
0:31:10,2022-11-14,53033,-488,
12:31:10,2022-11-14,52604,-858,
0:31:10,2022-11-15,52475,-258,
12:31:10,2022-11-15,52144,-662,
0:31:10,2022-11-16,51989,-310,
12:31:10,2022-11-16,51774,-430,
0:31:11,2022-11-17,51637,-274,
12:31:10,2022-11-17,51446,-382,
0:31:11,2022-11-18,51273,-346,
12:31:10,2022-11-18,51131,-284,
0:31:10,2022-11-19,51086,-90,
12:31:10,2022-11-19,50995,-182,
0:31:10,2022-11-20,50948,-94,
12:31:11,2022-11-20,50884,-128,
0:31:11,2022-11-21,50718,-332,
12:31:10,2022-11-21,50511,-414,
0:31:10,2022-11-22,50151,-720,
12:31:10,2022-11-22,50983,1664,
0:31:10,2022-11-23,52170,2374,
12:31:10,2022-11-23,52872,1404,
0:31:10,2022-11-24,53921,2098,
12:31:10,2022-11-24,54636,1430,
0:31:10,2022-11-25,55213,1154,
12:31:10,2022-11-25,55424,422,
0:31:10,2022-11-26,55691,534,
12:31:10,2022-11-26,55907,432,
0:31:10,2022-11-27,55971,128,
12:31:10,2022-11-27,55975,8,
0:31:10,2022-11-28,56365,780,
12:31:10,2022-11-28,57752,2774,
0:31:10,2022-11-29,58607,1710,
12:31:10,2022-11-29,59145,1076,
0:31:10,2022-11-30,59415,540,
12:31:10,2022-11-30,59694,558,
0:31:10,2022-12-01,59840,292,
12:31:11,2022-12-01,59900,120,
0:31:10,2022-12-02,60040,280,
12:31:10,2022-12-02,60064,48,
0:31:10,2022-12-03,60259,390,
12:31:10,2022-12-03,60378,238,
0:31:10,2022-12-04,60522,288,
12:31:10,2022-12-04,60496,-52,
0:31:10,2022-12-05,60574,156,
12:31:10,2022-12-05,60622,96,
0:31:10,2022-12-06,60771,298,
12:31:10,2022-12-06,60720,-102,
0:31:10,2022-12-07,60626,-188,
12:31:10,2022-12-07,60062,-1128,
0:31:10,2022-12-08,59170,-1784,
12:31:10,2022-12-08,58662,-1016,
0:31:10,2022-12-09,58034,-1256,
12:31:11,2022-12-09,57665,-738,
0:31:10,2022-12-10,57376,-578,
12:31:10,2022-12-10,57192,-368,
0:31:10,2022-12-11,57132,-120,
12:31:10,2022-12-11,57016,-232,
0:31:10,2022-12-12,56929,-174,
12:31:10,2022-12-12,56946,34,
0:31:10,2022-12-13,56988,84,
12:31:10,2022-12-13,56291,-1394,
0:31:10,2022-12-14,54027,-4528,
12:31:10,2022-12-14,53485,-1084,
0:31:10,2022-12-15,53501,32,
12:31:10,2022-12-15,53614,226,
0:31:10,2022-12-16,53770,312,
12:31:10,2022-12-16,53890,240,
0:31:10,2022-12-17,54010,240,
12:31:10,2022-12-17,53979,-62,
0:31:10,2022-12-18,53949,-60,
12:31:10,2022-12-18,53881,-136,
0:31:10,2022-12-19,53930,98,
12:31:11,2022-12-19,53955,50,
0:31:10,2022-12-20,53952,-6,
12:31:10,2022-12-20,53684,-536,
0:31:10,2022-12-21,53741,114,
12:31:10,2022-12-21,54057,632,
0:31:10,2022-12-22,54147,180,
12:31:10,2022-12-22,54305,316,
0:31:11,2022-12-23,54434,258,
12:31:10,2022-12-23,54643,418,
0:31:10,2022-12-24,54842,398,
12:31:10,2022-12-24,54816,-52,
0:31:10,2022-12-25,54691,-250,
12:31:10,2022-12-25,54778,174,
0:31:11,2022-12-26,54886,216,
12:31:10,2022-12-26,55080,388,
0:31:10,2022-12-27,55235,310,
12:31:11,2022-12-27,55552,634,
0:31:10,2022-12-28,55440,-224,
12:31:10,2022-12-28,55568,256,
0:31:10,2022-12-29,55427,-282,
12:31:10,2022-12-29,55379,-96,
0:31:10,2022-12-30,55311,-136,
12:31:10,2022-12-30,55279,-64,
0:31:10,2022-12-31,55473,388,
12:31:10,2022-12-31,55539,132,
0:31:10,2023-01-01,55355,-368,
12:31:10,2023-01-01,55295,-120,
0:31:10,2023-01-02,55259,-72,
12:31:10,2023-01-02,55249,-20,
0:31:10,2023-01-03,55057,-384,
12:31:10,2023-01-03,55258,402,
0:31:11,2023-01-04,55140,-236,
12:31:10,2023-01-04,54914,-452,
0:31:10,2023-01-05,54687,-454,
12:31:11,2023-01-05,54467,-440,
0:31:10,2023-01-06,54645,356,
12:31:12,2023-01-06,54627,-36,
0:31:10,2023-01-07,54786,318,
12:31:10,2023-01-07,54880,188,
0:31:10,2023-01-08,55304,848,
12:31:10,2023-01-08,55562,516,
0:31:11,2023-01-09,55216,-692,
12:31:10,2023-01-09,54975,-482,
0:31:10,2023-01-10,54536,-878,
12:31:10,2023-01-10,54364,-344,
0:31:10,2023-01-11,53968,-792,
12:31:10,2023-01-11,53782,-372,
0:31:11,2023-01-12,53643,-278,
12:31:11,2023-01-12,53494,-298,
0:31:10,2023-01-13,53565,142,
12:31:10,2023-01-13,53899,668,
0:31:10,2023-01-14,53819,-160,
12:31:10,2023-01-14,53825,12,
0:31:10,2023-01-15,53751,-148,
12:31:10,2023-01-15,53659,-184,
0:31:10,2023-01-16,53330,-658,
12:31:10,2023-01-16,53181,-298,
0:31:10,2023-01-17,52878,-606,
12:31:10,2023-01-17,52731,-294,
0:31:10,2023-01-18,52478,-506,
12:31:10,2023-01-18,52328,-300,
0:31:10,2023-01-19,52218,-220,
12:31:10,2023-01-19,52171,-94,
0:31:10,2023-01-20,51921,-500,
12:31:10,2023-01-20,51984,126,
0:31:10,2023-01-21,51945,-78,
12:31:10,2023-01-21,51888,-114,
0:31:10,2023-01-22,51546,-684,
12:31:10,2023-01-22,51195,-702,
0:31:10,2023-01-23,51084,-222,
12:31:10,2023-01-23,51229,290,
0:31:10,2023-01-24,51125,-208,
12:31:10,2023-01-24,51338,426,
0:31:11,2023-01-25,51554,432,
12:31:10,2023-01-25,51849,590,
0:31:10,2023-01-26,51886,74,
12:31:10,2023-01-26,51852,-68,
0:31:10,2023-01-27,51873,42,
12:31:10,2023-01-27,51934,122,
0:31:10,2023-01-28,52197,526,
12:31:10,2023-01-28,52620,846,
0:31:10,2023-01-29,52676,112,
12:31:10,2023-01-29,52680,8,
0:31:10,2023-01-30,52458,-444,
12:31:10,2023-01-30,52443,-30,
0:31:11,2023-01-31,52412,-62,
12:31:10,2023-01-31,52560,296,
0:31:10,2023-02-01,52558,-4,
12:31:10,2023-02-01,52642,168,
0:31:10,2023-02-02,52543,-198,
12:31:10,2023-02-02,52562,38,
0:31:10,2023-02-03,52482,-160,
12:31:10,2023-02-03,52496,28,
0:31:10,2023-02-04,52495,-2,
12:31:10,2023-02-04,52595,200,
0:31:10,2023-02-05,52637,84,
12:31:10,2023-02-05,52589,-96,
0:31:10,2023-02-06,52466,-246,
12:31:10,2023-02-06,52338,-256,
0:31:10,2023-02-07,52242,-192,
12:31:10,2023-02-07,52051,-382,
0:31:10,2023-02-08,52000,-102,
12:31:10,2023-02-08,52026,52,
0:31:10,2023-02-09,51915,-222,
12:31:10,2023-02-09,51880,-70,
0:31:10,2023-02-10,51726,-308,
12:31:10,2023-02-10,51733,14,
0:31:10,2023-02-11,51739,12,
12:31:10,2023-02-11,51784,90,
0:31:10,2023-02-12,51671,-226,
12:31:10,2023-02-12,51642,-58,
0:31:10,2023-02-13,51478,-328,
12:31:10,2023-02-13,51340,-276,
0:31:10,2023-02-14,51083,-514,
12:31:10,2023-02-14,51123,80,
0:31:10,2023-02-15,51095,-56,
12:31:10,2023-02-15,51180,170,
0:31:10,2023-02-16,51154,-52,
12:31:10,2023-02-16,51263,218,
0:31:10,2023-02-17,51666,806,
12:31:11,2023-02-17,51850,368,
0:31:10,2023-02-18,51960,220,
12:31:11,2023-02-18,52186,452,
0:31:10,2023-02-19,52296,220,
12:31:10,2023-02-19,52422,252,
0:31:10,2023-02-20,52704,564,
12:31:10,2023-02-20,53046,684,
0:31:10,2023-02-21,53338,584,
12:31:10,2023-02-21,53889,1102,
0:31:10,2023-02-22,54356,934,
12:31:10,2023-02-22,54435,158,
0:31:10,2023-02-23,54793,716,
12:31:10,2023-02-23,55137,688,
0:31:10,2023-02-24,55408,542,
12:31:10,2023-02-24,55658,500,
0:31:10,2023-02-25,55848,380,
12:31:10,2023-02-25,56083,470,
0:31:10,2023-02-26,56463,760,
12:31:10,2023-02-26,56632,338,
0:31:10,2023-02-27,57003,742,
12:31:10,2023-02-27,57130,254,
0:31:10,2023-02-28,57330,400,
12:31:10,2023-02-28,57297,-66,
0:31:10,2023-03-01,57401,208,
12:31:10,2023-03-01,57520,238,
0:31:11,2023-03-02,57693,346,
12:31:10,2023-03-02,57693,0,
0:31:10,2023-03-03,57702,18,
12:31:10,2023-03-03,57688,-28,
0:31:10,2023-03-04,57801,226,
12:31:10,2023-03-04,57753,-96,
0:31:11,2023-03-05,57736,-34,
12:31:10,2023-03-05,57864,256,
0:31:10,2023-03-06,57708,-312,
12:31:10,2023-03-06,57381,-654,
0:31:10,2023-03-07,57078,-606,
12:31:10,2023-03-07,56769,-618,
0:31:10,2023-03-08,56250,-1038,
12:31:11,2023-03-08,56238,-24,
0:31:10,2023-03-09,56148,-180,
12:31:10,2023-03-09,55925,-446,
0:31:10,2023-03-10,55850,-150,
12:31:10,2023-03-10,55695,-310,
0:32:00,2023-03-11,55624,-142,
12:31:10,2023-03-11,55756,264,
0:31:10,2023-03-12,55746,-20,
12:31:10,2023-03-12,55734,-24,
0:31:10,2023-03-13,55719,-30,
12:31:10,2023-03-13,55747,56,
0:31:10,2023-03-14,55533,-428,
12:31:10,2023-03-14,55629,192,
0:31:10,2023-03-15,55896,534,
12:31:11,2023-03-15,55848,-96,
0:31:10,2023-03-16,55403,-890,
12:31:11,2023-03-16,55512,218,
0:31:10,2023-03-17,55545,66,
12:31:10,2023-03-17,55609,128,
0:31:10,2023-03-18,55580,-58,
12:31:10,2023-03-18,55715,270,
0:31:10,2023-03-19,55705,-20,
12:31:10,2023-03-19,55672,-66,
0:31:10,2023-03-20,55702,60,
12:31:10,2023-03-20,55714,24,
0:31:10,2023-03-21,55796,164,
12:31:10,2023-03-21,55752,-88,
0:31:10,2023-03-22,55791,78,
12:31:10,2023-03-22,55784,-14,
0:31:10,2023-03-23,55685,-198,
12:31:10,2023-03-23,55818,266,
0:31:10,2023-03-24,55726,-184,
12:31:10,2023-03-24,55960,468,
0:31:10,2023-03-25,56141,362,
12:31:10,2023-03-25,56238,194,
0:31:10,2023-03-26,56264,52,
12:31:11,2023-03-26,56321,114,
0:31:10,2023-03-27,56181,-280,
12:31:10,2023-03-27,56169,-24,
0:31:11,2023-03-28,56135,-68,
12:31:10,2023-03-28,55520,-1230,
0:31:10,2023-03-29,55685,330,
12:31:10,2023-03-29,56515,1660,
0:31:10,2023-03-30,56704,378,
12:31:10,2023-03-30,56796,184,
0:31:11,2023-03-31,57136,680,
12:31:10,2023-03-31,57397,522,
0:31:10,2023-04-01,57616,438,
12:31:10,2023-04-01,57882,532,
0:31:10,2023-04-02,58017,270,
12:31:10,2023-04-02,58271,508,
0:31:10,2023-04-03,58631,720,
12:31:10,2023-04-03,59132,1002,
0:31:10,2023-04-04,60607,2950,
12:31:10,2023-04-04,61649,2084,
0:31:10,2023-04-05,61975,652,
12:31:10,2023-04-05,62297,644,
0:31:10,2023-04-06,62706,818,
12:31:10,2023-04-06,63425,1438,
0:31:10,2023-04-07,63702,554,
12:31:10,2023-04-07,64348,1292,
0:31:10,2023-04-08,64514,332,
12:31:10,2023-04-08,64690,352,
0:31:10,2023-04-09,64794,208,
12:31:10,2023-04-09,64926,264,
0:31:10,2023-04-10,65076,300,
12:31:10,2023-04-10,65235,318,
0:31:10,2023-04-11,65246,22,
12:31:10,2023-04-11,65797,1102,
0:31:10,2023-04-12,65331,-932,
12:31:11,2023-04-12,65364,66,
0:31:10,2023-04-13,65474,220,
12:31:10,2023-04-13,65578,208,
0:31:10,2023-04-14,65276,-604,
12:31:10,2023-04-14,65217,-118,
0:31:10,2023-04-15,64933,-568,
12:31:10,2023-04-15,64792,-282,
0:31:10,2023-04-16,64740,-104,
12:31:10,2023-04-16,64621,-238,
0:31:10,2023-04-17,64484,-274,
12:31:10,2023-04-17,64522,76,
0:31:10,2023-04-18,64436,-172,
12:31:11,2023-04-18,64619,366,
0:31:12,2023-04-19,64638,38,
12:31:10,2023-04-19,64629,-18,
0:31:10,2023-04-20,64585,-88,
12:31:10,2023-04-20,64467,-236,
0:31:10,2023-04-21,64409,-116,
12:31:10,2023-04-21,64267,-284,
0:31:10,2023-04-22,64419,304,
12:31:10,2023-04-22,64726,614,
0:31:10,2023-04-23,65054,656,
12:31:10,2023-04-23,65406,704,
0:31:11,2023-04-24,65438,64,
12:31:10,2023-04-24,65483,90,
0:31:11,2023-04-25,65678,390,
12:31:10,2023-04-25,65205,-946,
0:31:10,2023-04-26,65958,1506,
12:31:10,2023-04-26,66242,568,
0:31:10,2023-04-27,66394,304,
12:31:11,2023-04-27,66620,452,
0:31:10,2023-04-28,66910,580,
12:31:10,2023-04-28,67264,708,
0:31:10,2023-04-29,67811,1094,
12:31:10,2023-04-29,68092,562,
0:31:10,2023-04-30,68637,1090,
12:31:10,2023-04-30,68979,684,
0:31:10,2023-05-01,69467,976,
12:31:11,2023-05-01,69946,958,
0:31:11,2023-05-02,70331,770,
12:31:11,2023-05-02,70481,300,
0:31:10,2023-05-03,70590,218,
12:31:10,2023-05-03,70709,238,
0:31:11,2023-05-04,70847,276,
12:31:14,2023-05-04,70809,-76,
0:31:10,2023-05-05,70654,-310,
12:31:10,2023-05-05,70833,358,
0:31:10,2023-05-06,70939,212,
12:31:10,2023-05-06,71077,276,
0:31:10,2023-05-07,71143,132,
12:31:11,2023-05-07,71109,-68,
0:31:11,2023-05-08,71058,-102,
12:31:12,2023-05-08,70968,-180,
0:31:10,2023-05-09,70911,-114,
12:31:10,2023-05-09,71408,994,
0:31:10,2023-05-10,70761,-1294,
12:31:11,2023-05-10,70483,-556,
0:31:10,2023-05-11,70162,-642,
12:31:10,2023-05-11,69913,-498,
0:31:10,2023-05-12,69712,-402,
12:31:10,2023-05-12,69459,-506,
0:31:10,2023-05-13,69286,-346,
12:31:10,2023-05-13,69224,-124,
0:31:10,2023-05-14,68998,-452,
12:31:10,2023-05-14,68709,-578,
0:32:37,2023-05-15,68341,-735,
12:31:10,2023-05-15,67956,-772,
0:31:10,2023-05-16,67579,-754,
12:31:10,2023-05-16,67545,-68,
0:31:10,2023-05-17,66709,-1672,
12:31:10,2023-05-17,64308,-4802,
0:31:11,2023-05-18,62635,-3346,
12:31:10,2023-05-18,62140,-990,
0:31:10,2023-05-19,62045,-190,
12:31:10,2023-05-19,61646,-798,
0:31:11,2023-05-20,61324,-644,
12:31:10,2023-05-20,60964,-720,
0:31:10,2023-05-21,60676,-576,
12:31:10,2023-05-21,60371,-610,
0:31:10,2023-05-22,60146,-450,
12:31:10,2023-05-22,59993,-306,
0:31:10,2023-05-23,59789,-408,
12:31:10,2023-05-23,59774,-30,
0:31:10,2023-05-24,59847,146,
12:31:10,2023-05-24,59889,84,
0:31:10,2023-05-25,60023,268,
12:31:10,2023-05-25,60148,250,
0:31:10,2023-05-26,60396,496,
12:31:10,2023-05-26,60700,608,
0:31:10,2023-05-27,60669,-62,
12:31:10,2023-05-27,60728,118,
0:31:10,2023-05-28,60689,-78,
12:31:10,2023-05-28,60881,384,
