https://www.realmeye.com/number-of-active-players-by-rank,,,,
A new entry is automatically added every twelve hours.,,,,
Historical data from 059,,,,
Sheet by Marv,,,,
Time,Date,Players,Change/24H,Notes
0:31:10,2023-05-29,61062,362,
12:31:10,2023-05-29,61327,530,
0:31:10,2023-05-30,61481,308,
12:31:10,2023-05-30,61463,-36,
0:31:10,2023-05-31,61708,490,
12:31:10,2023-05-31,61989,562,
0:31:10,2023-06-01,62033,88,
12:31:11,2023-06-01,62046,26,
0:31:10,2023-06-02,62308,524,
12:31:10,2023-06-02,62310,4,
0:31:10,2023-06-03,62236,-148,
12:31:10,2023-06-03,62274,76,
0:31:10,2023-06-04,62252,-44,
12:31:10,2023-06-04,62210,-84,
0:31:10,2023-06-05,62243,66,
12:31:10,2023-06-05,62357,228,
0:31:11,2023-06-06,62260,-194,
12:31:11,2023-06-06,62251,-18,
0:31:11,2023-06-07,62129,-244,
12:31:10,2023-06-07,61998,-262,
0:31:10,2023-06-08,61861,-274,
12:31:10,2023-06-08,61910,98,
0:31:11,2023-06-09,61805,-210,
12:31:10,2023-06-09,61700,-210,
0:31:10,2023-06-10,61628,-144,
12:31:10,2023-06-10,61529,-198,
0:31:11,2023-06-11,61307,-444,
12:31:10,2023-06-11,61315,16,
0:31:11,2023-06-12,61113,-404,
12:31:11,2023-06-12,61805,1384,
0:31:10,2023-06-13,61548,-514,
12:31:10,2023-06-13,61551,6,
0:31:11,2023-06-14,61267,-568,
12:31:10,2023-06-14,61637,740,
0:31:10,2023-06-15,61528,-218,
12:31:10,2023-06-15,61717,378,
0:31:11,2023-06-16,61329,-776,
12:31:10,2023-06-16,61228,-202,
0:31:10,2023-06-17,61178,-100,
12:31:10,2023-06-17,61461,566,
0:31:10,2023-06-18,61314,-294,
12:31:10,2023-06-18,61204,-220,
0:31:10,2023-06-19,60995,-418,
12:31:10,2023-06-19,60925,-140,
0:31:10,2023-06-20,60697,-456,
12:31:11,2023-06-20,60701,8,
0:31:10,2023-06-21,60539,-324,
12:31:10,2023-06-21,60734,390,
0:31:10,2023-06-22,60792,116,
12:31:11,2023-06-22,60881,178,
0:31:10,2023-06-23,60951,140,
12:31:10,2023-06-23,61120,338,
0:31:10,2023-06-24,61248,256,
12:31:10,2023-06-24,61617,738,
0:31:11,2023-06-25,61771,308,
12:31:10,2023-06-25,61941,340,
0:31:10,2023-06-26,61947,12,
12:31:11,2023-06-26,61991,88,
0:31:10,2023-06-27,62098,214,
12:31:11,2023-06-27,62103,10,
0:31:10,2023-06-28,62136,66,
12:31:10,2023-06-28,62278,284,
0:31:10,2023-06-29,62271,-14,
12:31:10,2023-06-29,62365,188,
0:31:10,2023-06-30,62325,-80,
12:31:10,2023-06-30,62470,290,
0:31:10,2023-07-01,62568,196,
12:31:10,2023-07-01,62695,254,
0:31:10,2023-07-02,62787,184,
12:31:10,2023-07-02,62907,240,
0:31:10,2023-07-03,62874,-66,
12:31:10,2023-07-03,62985,222,
0:31:13,2023-07-04,63079,188,
12:31:10,2023-07-04,63235,312,
0:31:11,2023-07-05,63277,84,
12:31:10,2023-07-05,63038,-478,
0:31:10,2023-07-06,62850,-376,
12:31:10,2023-07-06,62755,-190,
0:31:10,2023-07-07,62554,-402,
12:31:10,2023-07-07,62465,-178,
0:31:11,2023-07-08,62244,-442,
12:31:10,2023-07-08,62020,-448,
0:31:10,2023-07-09,61913,-214,
12:31:10,2023-07-09,61775,-276,
0:31:10,2023-07-10,61683,-184,
12:31:11,2023-07-10,61611,-144,
0:31:10,2023-07-11,61414,-394,
12:31:10,2023-07-11,61283,-262,
0:31:10,2023-07-12,61405,244,
12:31:10,2023-07-12,61569,328,
0:31:10,2023-07-13,61617,96,
12:31:10,2023-07-13,61538,-158,
0:31:10,2023-07-14,61478,-120,
12:31:11,2023-07-14,61339,-278,
0:31:10,2023-07-15,61312,-54,
12:31:10,2023-07-15,61290,-44,
0:31:10,2023-07-16,61313,46,
12:31:10,2023-07-16,61161,-304,
0:31:10,2023-07-17,61199,76,
12:31:10,2023-07-17,61193,-12,
0:31:10,2023-07-18,61151,-84,
12:31:11,2023-07-18,60844,-614,
0:31:10,2023-07-19,60842,-4,
12:31:10,2023-07-19,61590,1496,
0:31:10,2023-07-20,62598,2016,
12:31:10,2023-07-20,63122,1048,
0:31:10,2023-07-21,63494,744,
12:31:11,2023-07-21,63684,380,
0:31:10,2023-07-22,63922,476,
12:31:10,2023-07-22,64032,220,
0:31:10,2023-07-23,64217,370,
12:31:10,2023-07-23,64380,326,
0:31:10,2023-07-24,64484,208,
12:31:10,2023-07-24,64927,886,
0:31:10,2023-07-25,65043,232,
12:31:10,2023-07-25,65472,858,
0:31:10,2023-07-26,65659,374,
12:31:10,2023-07-26,65548,-222,
0:31:10,2023-07-27,65466,-164,
12:31:10,2023-07-27,65589,246,
0:31:10,2023-07-28,65473,-232,
12:31:10,2023-07-28,65543,140,
0:31:10,2023-07-29,65631,176,
12:31:10,2023-07-29,65801,340,
0:31:10,2023-07-30,65955,308,
12:31:10,2023-07-30,66433,956,
0:31:10,2023-07-31,66496,126,
12:31:10,2023-07-31,66598,204,
0:31:10,2023-08-01,66729,262,
12:31:10,2023-08-01,67558,1658,
0:31:10,2023-08-02,68463,1810,
12:31:10,2023-08-02,68623,320,
0:31:11,2023-08-03,68209,-828,
12:31:11,2023-08-03,68165,-88,
0:31:10,2023-08-04,68302,274,
12:31:10,2023-08-04,68437,270,
0:31:11,2023-08-05,68629,384,
12:31:11,2023-08-05,68868,478,
0:31:10,2023-08-06,69046,356,
12:31:11,2023-08-06,69323,554,
0:31:10,2023-08-07,69607,568,
12:31:10,2023-08-07,69781,348,
0:31:11,2023-08-08,69986,410,
12:31:10,2023-08-08,69968,-36,
0:31:10,2023-08-09,69960,-16,
12:31:11,2023-08-09,69967,14,
0:31:10,2023-08-10,69974,14,
12:31:11,2023-08-10,69988,28,
0:31:11,2023-08-11,69975,-26,
12:31:10,2023-08-11,70191,432,
0:31:10,2023-08-12,70373,364,
12:31:10,2023-08-12,70541,336,
0:31:10,2023-08-13,70570,58,
12:31:10,2023-08-13,70715,290,
0:31:10,2023-08-14,70754,78,
12:31:13,2023-08-14,70716,-76,
0:31:10,2023-08-15,70657,-118,
12:31:10,2023-08-15,70355,-604,
0:31:13,2023-08-16,69637,-1436,
12:31:10,2023-08-16,69225,-824,
0:31:10,2023-08-17,68760,-930,
12:31:11,2023-08-17,68484,-552,
0:31:11,2023-08-18,68102,-764,
12:31:10,2023-08-18,67863,-478,
0:31:10,2023-08-19,67665,-396,
12:31:10,2023-08-19,67471,-388,
0:31:10,2023-08-20,67369,-204,
12:31:10,2023-08-20,67355,-28,
0:31:10,2023-08-21,67075,-560,
12:31:10,2023-08-21,66908,-334,
0:31:10,2023-08-22,66715,-386,
12:31:10,2023-08-22,66795,160,
0:31:11,2023-08-23,66544,-502,
12:31:10,2023-08-23,66392,-304,
0:31:10,2023-08-24,66152,-480,
12:31:11,2023-08-24,66009,-286,
0:31:10,2023-08-25,65825,-368,
12:31:11,2023-08-25,65496,-658,
0:31:10,2023-08-26,65198,-596,
12:31:10,2023-08-26,65038,-320,
0:31:10,2023-08-27,64853,-370,
12:31:10,2023-08-27,64749,-208,
0:31:10,2023-08-28,64452,-594,
12:31:10,2023-08-28,64248,-408,
0:31:10,2023-08-29,64014,-468,
12:31:10,2023-08-29,63839,-350,
0:31:10,2023-08-30,63527,-624,
12:31:11,2023-08-30,63348,-358,
0:31:10,2023-08-31,63139,-418,
12:31:10,2023-08-31,63173,68,
0:31:11,2023-09-01,62894,-558,
12:31:10,2023-09-01,62693,-402,
0:31:10,2023-09-02,62527,-332,
12:31:10,2023-09-02,62400,-254,
0:31:10,2023-09-03,62143,-514,
12:31:10,2023-09-03,61898,-490,
0:31:10,2023-09-04,61662,-472,
12:31:10,2023-09-04,61584,-156,
0:31:10,2023-09-05,61457,-254,
12:31:12,2023-09-05,61417,-80,
0:31:11,2023-09-06,61421,8,
12:31:10,2023-09-06,61367,-108,
0:31:11,2023-09-07,61295,-144,
12:31:10,2023-09-07,61270,-50,
0:31:10,2023-09-08,61186,-168,
12:31:10,2023-09-08,61162,-48,
0:31:10,2023-09-09,61067,-190,
12:31:10,2023-09-09,61117,100,
0:31:10,2023-09-10,61050,-134,
12:31:10,2023-09-10,61072,44,
0:31:10,2023-09-11,60999,-146,
12:31:11,2023-09-11,60849,-300,
0:31:10,2023-09-12,60764,-170,
12:31:11,2023-09-12,60596,-336,
0:31:10,2023-09-13,60354,-484,
12:31:10,2023-09-13,60272,-164,
0:31:10,2023-09-14,59928,-688,
12:31:11,2023-09-14,59607,-642,
0:31:11,2023-09-15,59270,-674,
12:31:10,2023-09-15,59093,-354,
0:31:11,2023-09-16,58983,-220,
12:31:11,2023-09-16,58986,6,
0:31:10,2023-09-17,58929,-114,
12:31:10,2023-09-17,58957,56,
0:31:10,2023-09-18,58848,-218,
12:31:11,2023-09-18,58606,-484,
0:31:11,2023-09-19,58338,-536,
12:31:10,2023-09-19,58135,-406,
0:31:11,2023-09-20,57694,-882,
12:31:10,2023-09-20,57639,-110,
0:31:10,2023-09-21,57404,-470,
12:31:10,2023-09-21,57280,-248,
0:31:11,2023-09-22,57109,-342,
12:31:10,2023-09-22,56922,-374,
0:31:10,2023-09-23,56757,-330,
12:31:10,2023-09-23,56905,296,
0:31:10,2023-09-24,56802,-206,
12:31:10,2023-09-24,56799,-6,
0:31:10,2023-09-25,56675,-248,
12:31:10,2023-09-25,56680,10,
0:31:10,2023-09-26,56595,-170,
12:31:10,2023-09-26,56657,124,
0:31:10,2023-09-27,56918,522,
12:31:10,2023-09-27,57171,506,
0:31:10,2023-09-28,57287,232,
12:31:10,2023-09-28,57429,284,
0:31:10,2023-09-29,57416,-26,
12:31:10,2023-09-29,57441,50,
0:31:11,2023-09-30,57449,16,
12:31:11,2023-09-30,57833,768,
0:31:10,2023-10-01,57870,74,
12:31:11,2023-10-01,57951,162,
0:31:10,2023-10-02,57917,-68,
12:31:10,2023-10-02,58006,178,
0:31:10,2023-10-03,58059,106,
12:31:12,2023-10-03,58126,134,
0:31:10,2023-10-04,58214,176,
12:31:10,2023-10-04,58238,48,
0:31:11,2023-10-05,58289,102,
12:31:10,2023-10-05,58291,4,
0:31:10,2023-10-06,58177,-228,
12:31:10,2023-10-06,58290,226,
0:31:11,2023-10-07,58322,64,
12:31:10,2023-10-07,58368,92,
0:31:10,2023-10-08,58341,-54,
12:31:11,2023-10-08,58360,38,
0:31:10,2023-10-09,58332,-56,
12:31:10,2023-10-09,58380,96,
0:31:10,2023-10-10,58293,-174,
12:31:10,2023-10-10,58311,36,
0:31:11,2023-10-11,58045,-532,
12:31:10,2023-10-11,57904,-282,
0:31:10,2023-10-12,57620,-568,
12:31:10,2023-10-12,57371,-498,
0:31:10,2023-10-13,57333,-76,
12:31:11,2023-10-13,57342,18,
0:31:11,2023-10-14,57517,350,
12:31:10,2023-10-14,57386,-262,
0:31:10,2023-10-15,57257,-258,
12:31:10,2023-10-15,57324,134,
0:31:11,2023-10-16,57318,-12,
12:31:11,2023-10-16,57227,-182,
0:31:10,2023-10-17,57133,-188,
12:31:10,2023-10-17,57068,-130,
0:31:10,2023-10-18,56790,-556,
12:31:11,2023-10-18,56153,-1274,
0:31:10,2023-10-19,55165,-1976,
12:31:12,2023-10-19,55657,984,
0:31:12,2023-10-20,56357,1400,
12:31:10,2023-10-20,56685,656,
0:31:10,2023-10-21,57186,1002,
12:31:10,2023-10-21,57548,724,
0:31:10,2023-10-22,58060,1024,
12:31:10,2023-10-22,58281,442,
0:31:10,2023-10-23,58411,260,
12:31:10,2023-10-23,58462,102,
0:31:10,2023-10-24,58598,272,
12:31:11,2023-10-24,58829,462,
0:31:10,2023-10-25,59141,624,
12:31:10,2023-10-25,59334,386,
0:31:10,2023-10-26,59516,364,
12:31:10,2023-10-26,59646,260,
0:31:10,2023-10-27,59194,-904,
12:31:11,2023-10-27,59116,-156,
0:31:11,2023-10-28,49670,-18892,
12:31:10,2023-10-28,49389,-562,
0:31:11,2023-10-29,48889,-1000,
12:31:10,2023-10-29,48984,190,
0:31:11,2023-10-30,49169,370,
12:31:10,2023-10-30,49162,-14,
0:31:10,2023-10-31,49463,602,
12:31:10,2023-10-31,49725,524,
0:31:11,2023-11-01,49872,294,
12:31:10,2023-11-01,50571,1398,
0:31:10,2023-11-02,51472,1802,
12:31:11,2023-11-02,51551,158,
0:31:11,2023-11-03,51525,-52,
12:31:10,2023-11-03,51636,222,
0:31:10,2023-11-04,51588,-96,
12:31:11,2023-11-04,51481,-214,
0:31:11,2023-11-05,51367,-228,
12:31:11,2023-11-05,51284,-166,
0:31:10,2023-11-06,51251,-66,
12:31:10,2023-11-06,51145,-212,
0:31:10,2023-11-07,50987,-316,
12:31:11,2023-11-07,50809,-356,
0:31:10,2023-11-08,50697,-224,
12:31:11,2023-11-08,50592,-210,
0:31:11,2023-11-09,50505,-174,
12:31:11,2023-11-09,50448,-114,
0:31:11,2023-11-10,50416,-64,
12:31:10,2023-11-10,50308,-216,
0:31:10,2023-11-11,50481,346,
12:31:11,2023-11-11,50487,12,
0:31:10,2023-11-12,50662,350,
12:31:10,2023-11-12,50640,-44,
0:31:11,2023-11-13,50651,22,
12:31:10,2023-11-13,50572,-158,
0:31:10,2023-11-14,50312,-520,
12:31:10,2023-11-14,50015,-594,
0:31:10,2023-11-15,49816,-398,
12:31:11,2023-11-15,49670,-292,
0:31:10,2023-11-16,49577,-186,
12:31:11,2023-11-16,49459,-236,
0:31:10,2023-11-17,49296,-326,
12:31:11,2023-11-17,49054,-484,
0:31:10,2023-11-18,49079,50,
12:31:12,2023-11-18,49029,-100,
0:31:11,2023-11-19,48953,-152,
12:31:10,2023-11-19,48878,-150,
0:31:10,2023-11-20,48890,24,
12:31:11,2023-11-20,48884,-12,
0:31:11,2023-11-21,48860,-48,
12:31:10,2023-11-21,48761,-198,
0:31:11,2023-11-22,48609,-304,
12:31:10,2023-11-22,48595,-28,
0:31:10,2023-11-23,48503,-184,
12:31:10,2023-11-23,48558,110,
0:31:11,2023-11-24,48563,10,
12:31:11,2023-11-24,48650,174,
0:31:10,2023-11-25,48612,-76,
12:31:11,2023-11-25,48571,-82,
0:31:10,2023-11-26,48449,-244,
12:31:12,2023-11-26,48343,-212,
0:31:10,2023-11-27,48107,-472,
12:31:11,2023-11-27,48118,22,
0:31:10,2023-11-28,48049,-138,
12:31:12,2023-11-28,47934,-230,
0:31:10,2023-11-29,47935,2,
12:31:10,2023-11-29,47752,-366,
0:31:10,2023-11-30,47748,-8,
12:31:10,2023-11-30,47850,204,
0:31:11,2023-12-01,47886,72,
12:31:10,2023-12-01,47870,-32,
0:31:11,2023-12-02,47885,30,
12:31:10,2023-12-02,47974,178,
0:31:11,2023-12-03,48187,426,
12:31:10,2023-12-03,48245,116,
0:31:10,2023-12-04,48089,-312,
12:31:11,2023-12-04,48027,-124,
0:31:11,2023-12-05,48036,18,
12:31:10,2023-12-05,48165,258,
0:31:10,2023-12-06,48150,-30,
12:31:10,2023-12-06,48167,34,
0:31:11,2023-12-07,48070,-194,
12:31:10,2023-12-07,47919,-302,
0:31:11,2023-12-08,47737,-364,
12:31:10,2023-12-08,47557,-360,
0:31:11,2023-12-09,47364,-386,
12:31:10,2023-12-09,47334,-60,
0:31:10,2023-12-10,47247,-174,
12:31:10,2023-12-10,47018,-458,
0:31:11,2023-12-11,46918,-200,
12:31:10,2023-12-11,46818,-200,
0:31:10,2023-12-12,46783,-70,
12:31:10,2023-12-12,46788,10,
12:31:11,2023-12-14,47257,234,
0:31:10,2023-12-15,47358,202,
12:31:11,2023-12-15,47395,74,
0:31:10,2023-12-16,47431,72,
12:31:10,2023-12-16,47503,144,
0:31:11,2023-12-17,47338,-330,
12:31:10,2023-12-17,47353,30,
0:31:10,2023-12-18,47434,162,
12:31:11,2023-12-18,47410,-48,
0:31:10,2023-12-19,47470,120,
12:31:12,2023-12-19,47436,-68,
0:31:12,2023-12-20,47429,-14,
12:31:12,2023-12-20,47502,146,
0:31:11,2023-12-21,47588,172,
12:31:11,2023-12-21,47562,-52,
0:31:11,2023-12-22,47681,238,
12:31:11,2023-12-22,47731,100,
0:31:11,2023-12-23,47932,402,
12:31:10,2023-12-23,47947,30,
0:31:10,2023-12-24,48140,386,
12:31:10,2023-12-24,48251,222,
0:31:10,2023-12-25,48312,122,
12:31:11,2023-12-25,48712,800,
0:31:11,2023-12-26,48973,522,
12:31:11,2023-12-26,49270,594,
0:31:10,2023-12-27,49212,-116,
12:31:11,2023-12-27,49204,-16,
0:31:10,2023-12-28,49259,110,
12:31:11,2023-12-28,49282,46,
0:31:11,2023-12-29,49297,30,
12:31:11,2023-12-29,49239,-116,
0:31:10,2023-12-30,49253,28,
12:31:10,2023-12-30,49157,-192,
0:31:10,2023-12-31,49108,-98,
12:31:10,2023-12-31,49364,512,
0:31:10,2024-01-01,49450,172,
12:31:10,2024-01-01,49727,554,
0:31:10,2024-01-02,49910,366,
12:31:10,2024-01-02,50065,310,
0:31:10,2024-01-03,50191,252,
12:31:10,2024-01-03,50254,126,
0:31:10,2024-01-04,50242,-24,
12:31:11,2024-01-04,50150,-184,
0:31:10,2024-01-05,50151,2,
12:31:10,2024-01-05,50102,-98,
0:31:11,2024-01-06,50057,-90,
12:31:10,2024-01-06,50035,-44,
0:31:10,2024-01-07,50050,30,
12:31:10,2024-01-07,50051,2,
0:36:10,2024-01-08,50010,-81,
12:36:11,2024-01-08,49767,-486,
8:36:10,2024-01-09,49495,-326,
20:36:10,2024-01-09,49432,-126,
8:36:10,2024-01-10,49460,56,
20:36:10,2024-01-10,49529,138,
8:36:10,2024-01-11,49498,-62,
20:36:10,2024-01-11,49455,-86,
8:36:10,2024-01-12,49413,-84,
20:36:10,2024-01-12,49379,-68,
8:36:10,2024-01-13,49502,246,
20:36:10,2024-01-13,49598,192,
8:36:10,2024-01-14,49699,202,
20:36:10,2024-01-14,49484,-430,
8:36:11,2024-01-15,49465,-38,
20:36:10,2024-01-15,49203,-524,
8:36:10,2024-01-16,48995,-416,
20:36:10,2024-01-16,48456,-1078,
8:36:10,2024-01-17,48341,-230,
20:36:10,2024-01-17,48407,132,
8:36:10,2024-01-18,48308,-198,
20:36:10,2024-01-18,48345,74,
8:36:10,2024-01-19,48227,-236,
20:36:10,2024-01-19,48239,24,
8:36:10,2024-01-20,48171,-136,
20:36:10,2024-01-20,48236,130,
8:36:10,2024-01-21,48106,-260,
20:36:10,2024-01-21,48028,-156,
8:36:10,2024-01-22,47915,-226,
20:36:10,2024-01-22,47827,-176,
8:36:10,2024-01-23,47766,-122,
20:36:10,2024-01-23,47720,-92,
8:36:11,2024-01-24,47307,-826,
20:36:10,2024-01-24,46936,-742,
8:36:11,2024-01-25,46634,-604,
20:36:10,2024-01-25,46421,-426,
8:36:10,2024-01-26,46121,-600,
20:36:10,2024-01-26,46037,-168,
8:36:10,2024-01-27,45756,-562,
20:36:10,2024-01-27,45681,-150,
8:36:10,2024-01-28,45426,-510,
20:36:10,2024-01-28,45241,-370,
8:36:10,2024-01-29,44943,-596,
20:36:10,2024-01-29,44638,-610,
8:36:10,2024-01-30,44210,-856,
20:36:11,2024-01-30,44658,896,
8:36:10,2024-01-31,44576,-164,
20:36:10,2024-01-31,44639,126,
8:36:10,2024-02-01,44474,-330,
20:36:10,2024-02-01,44360,-228,
8:36:10,2024-02-02,44182,-356,
20:36:11,2024-02-02,44071,-222,
8:36:10,2024-02-03,43998,-146,
20:36:10,2024-02-03,43936,-124,
8:36:10,2024-02-04,43801,-270,
20:36:10,2024-02-04,43796,-10,
8:36:11,2024-02-05,43697,-198,
20:36:14,2024-02-05,43649,-96,
8:36:10,2024-02-06,43569,-160,
20:36:10,2024-02-06,43266,-606,
8:36:10,2024-02-07,43280,28,
20:36:10,2024-02-07,43419,278,
8:36:12,2024-02-08,43061,-716,
20:36:10,2024-02-08,43467,812,
8:36:10,2024-02-09,43803,672,
20:36:10,2024-02-09,44124,642,
8:36:10,2024-02-10,44300,352,
20:36:11,2024-02-10,44417,234,
8:36:10,2024-02-11,44536,238,
20:36:10,2024-02-11,45232,1392,
8:36:10,2024-02-12,45193,-78,
20:36:10,2024-02-12,45293,200,
8:36:10,2024-02-13,45392,198,
20:36:10,2024-02-13,45518,252,
8:36:11,2024-02-14,45837,638,
20:36:10,2024-02-14,45681,-312,
8:36:10,2024-02-15,45555,-252,
20:36:10,2024-02-15,45589,68,
8:36:10,2024-02-16,45587,-4,
20:36:10,2024-02-16,45861,548,
8:36:10,2024-02-17,45920,118,
20:36:10,2024-02-17,46190,540,
8:36:10,2024-02-18,46262,144,
20:36:10,2024-02-18,46441,358,
8:36:10,2024-02-19,46528,174,
20:36:11,2024-02-19,46637,218,
8:36:11,2024-02-20,46722,170,
20:36:10,2024-02-20,47078,712,
8:36:10,2024-02-21,47079,2,
20:36:10,2024-02-21,47099,40,
8:36:10,2024-02-22,47347,496,
20:36:10,2024-02-22,47212,-270,
8:36:11,2024-02-23,47032,-360,
20:36:10,2024-02-23,46969,-126,
8:36:10,2024-02-24,46845,-248,
20:36:10,2024-02-24,46926,162,
8:36:24,2024-02-25,47001,150,
20:36:10,2024-02-25,46869,-264,
8:36:10,2024-02-26,46790,-158,
20:36:11,2024-02-26,46683,-214,
8:36:11,2024-02-27,46582,-202,
20:36:11,2024-02-27,46662,160,
8:36:11,2024-02-28,46637,-50,
20:36:10,2024-02-28,46752,230,
8:36:10,2024-02-29,46959,414,
20:36:10,2024-02-29,47152,386,
8:36:10,2024-03-01,47199,94,
20:36:10,2024-03-01,47154,-90,
8:36:10,2024-03-02,47232,156,
20:36:10,2024-03-02,47274,84,
8:36:10,2024-03-03,47393,238,
20:36:10,2024-03-03,47522,258,
8:36:10,2024-03-04,47501,-42,
20:36:10,2024-03-04,47524,46,
8:36:10,2024-03-05,47429,-190,
20:36:10,2024-03-05,47325,-208,
8:36:10,2024-03-06,47319,-12,
20:36:12,2024-03-06,47466,294,
8:36:10,2024-03-07,47536,140,
20:36:10,2024-03-07,47610,148,
8:36:10,2024-03-08,47661,102,
20:36:10,2024-03-08,47740,158,
8:36:10,2024-03-09,47871,262,
20:36:10,2024-03-09,47910,78,
8:36:13,2024-03-10,48005,190,
19:36:10,2024-03-10,48144,303,
7:36:15,2024-03-11,48301,314,
19:36:10,2024-03-11,48372,142,
7:36:10,2024-03-12,48523,302,
19:36:10,2024-03-12,48493,-60,
7:36:15,2024-03-13,48751,516,
19:36:10,2024-03-13,48888,274,
7:36:10,2024-03-14,49028,280,
19:36:10,2024-03-14,49026,-4,
7:36:10,2024-03-15,48901,-250,
19:36:10,2024-03-15,48961,120,
7:36:10,2024-03-16,49058,194,
19:36:10,2024-03-16,49247,378,
7:36:10,2024-03-17,49188,-118,
19:36:10,2024-03-17,49327,278,
7:36:11,2024-03-18,49353,52,
19:36:10,2024-03-18,49459,212,
7:36:10,2024-03-19,49490,62,
19:36:10,2024-03-19,49593,206,
7:36:10,2024-03-20,49650,114,
19:36:10,2024-03-20,49599,-102,
7:36:10,2024-03-21,49500,-198,
19:36:10,2024-03-21,49452,-96,
7:36:10,2024-03-22,49443,-18,
19:36:10,2024-03-22,49392,-102,
7:36:10,2024-03-23,49386,-12,
19:36:11,2024-03-23,49513,254,
7:36:10,2024-03-24,49701,376,
19:36:10,2024-03-24,49848,294,
7:36:10,2024-03-25,50025,354,
19:36:10,2024-03-25,50193,336,
7:36:11,2024-03-26,50341,296,
19:36:10,2024-03-26,50620,558,
7:36:11,2024-03-27,50575,-90,
19:36:10,2024-03-27,50579,8,
7:36:10,2024-03-28,50657,156,
19:36:10,2024-03-28,50760,206,
7:36:10,2024-03-29,50871,222,
19:36:11,2024-03-29,51024,306,
7:36:10,2024-03-30,51059,70,
19:36:10,2024-03-30,50993,-132,
7:36:10,2024-03-31,51111,236,
19:36:10,2024-03-31,51313,404,
7:36:11,2024-04-01,51379,132,
19:36:10,2024-04-01,51653,548,
7:36:10,2024-04-02,51816,326,
19:36:10,2024-04-02,52084,536,
7:36:13,2024-04-03,52114,60,
19:36:10,2024-04-03,52258,288,
7:36:10,2024-04-04,52481,446,
19:36:10,2024-04-04,52546,130,
7:36:10,2024-04-05,52706,320,
19:36:10,2024-04-05,52905,398,
7:36:10,2024-04-06,53161,512,
19:36:11,2024-04-06,53367,412,
7:36:10,2024-04-07,53570,406,
19:36:10,2024-04-07,53773,406,
7:36:10,2024-04-08,53958,370,
19:36:10,2024-04-08,54040,164,
7:36:10,2024-04-09,53998,-84,
19:36:10,2024-04-09,54024,52,
7:36:10,2024-04-10,54003,-42,
19:36:10,2024-04-10,53999,-8,
7:36:11,2024-04-11,53777,-444,
19:36:10,2024-04-11,53846,138,
7:36:10,2024-04-12,53896,100,
19:36:11,2024-04-12,53877,-38,
7:36:10,2024-04-13,53992,230,
19:36:10,2024-04-13,54183,382,
7:36:10,2024-04-14,54156,-54,
19:36:10,2024-04-14,54150,-12,
7:36:10,2024-04-15,54090,-120,
19:36:10,2024-04-15,53869,-442,
7:36:10,2024-04-16,53752,-234,
19:36:11,2024-04-16,53540,-424,
7:36:10,2024-04-17,53307,-466,
19:36:10,2024-04-17,53256,-102,
7:36:10,2024-04-18,52918,-676,
19:36:12,2024-04-18,52861,-114,
7:36:10,2024-04-19,52714,-294,
19:36:10,2024-04-19,52697,-34,
7:36:10,2024-04-20,52577,-240,
19:36:10,2024-04-20,52632,110,
7:36:11,2024-04-21,52667,70,
19:36:10,2024-04-21,52777,220,
7:36:10,2024-04-22,52558,-438,
19:36:10,2024-04-22,52568,20,
7:36:13,2024-04-23,52638,140,
19:36:10,2024-04-23,53097,918,
7:36:10,2024-04-24,55370,4546,
19:36:10,2024-04-24,56295,1850,
7:36:10,2024-04-25,57227,1864,
19:36:11,2024-04-25,58023,1592,
7:36:10,2024-04-26,58712,1378,
19:36:10,2024-04-26,59257,1090,
7:36:10,2024-04-27,59815,1116,
19:36:10,2024-04-27,60321,1012,
7:36:10,2024-04-28,60880,1118,
19:36:10,2024-04-28,61425,1090,
7:36:10,2024-04-29,61975,1100,
19:36:10,2024-04-29,62370,790,
7:36:10,2024-04-30,63022,1304,
19:36:10,2024-04-30,63415,786,
7:36:10,2024-05-01,63960,1090,
19:36:10,2024-05-01,64313,706,
7:36:10,2024-05-02,64681,736,
19:36:11,2024-05-02,64802,242,
7:36:11,2024-05-03,65016,428,
19:36:10,2024-05-03,65244,456,
7:36:10,2024-05-04,65565,642,
19:36:10,2024-05-04,65680,230,
7:36:10,2024-05-05,65904,448,
19:36:10,2024-05-05,66173,538,
7:36:10,2024-05-06,66568,790,
19:36:12,2024-05-06,66727,318,
7:36:10,2024-05-07,66948,442,
19:36:11,2024-05-07,66918,-60,
7:36:10,2024-05-08,65755,-2326,
19:36:10,2024-05-08,65343,-824,
7:36:10,2024-05-09,64805,-1076,
19:36:11,2024-05-09,64438,-734,
7:36:11,2024-05-10,63966,-944,
19:36:10,2024-05-10,63641,-650,
7:36:10,2024-05-11,63195,-892,
19:36:10,2024-05-11,62873,-644,
7:36:14,2024-05-12,62499,-748,
19:36:10,2024-05-12,62202,-594,
7:36:10,2024-05-13,61762,-880,
19:36:10,2024-05-13,61543,-438,
7:36:10,2024-05-14,61016,-1054,
19:36:10,2024-05-14,60899,-234,
7:36:11,2024-05-15,60638,-522,
19:36:10,2024-05-15,60349,-578,
7:36:10,2024-05-16,60057,-584,
19:36:10,2024-05-16,59939,-236,
7:36:10,2024-05-17,59634,-610,
19:36:10,2024-05-17,59483,-302,
7:36:12,2024-05-18,59361,-244,
19:36:10,2024-05-18,59374,26,
7:36:10,2024-05-19,59618,488,
19:36:10,2024-05-19,59299,-638,
